food_id,food_name,caloric_value,protein,carbohydrates,fat
522,spiny lobster cooked,233.0,43.0,5.1,3.2
523,blue mussels raw,129.0,17.9,5.5,3.4
524,queen crab cooked,98.0,20.2,0.0,1.3
525,dungeness crab cooked,140.0,28.3,1.2,1.6
526,dungeness crab raw,140.0,28.4,1.2,1.6
527,shrimp fried,52.0,1.3,4.8,3.2
528,shrimp raw,4.0,0.7,0.04,0.02
529,blue crab cooked,71.0,15.2,0.0,0.6
530,shrimp imitation,29.0,3.5,2.6,0.4
531,conch baked,165.0,33.4,2.2,1.5
532,squid raw,26.0,4.4,0.9,0.4
533,scallop raw,10.0,1.8,0.5,0.09
534,lobster raw,116.0,24.8,0.0,1.1
535,scallop imitation,28.0,3.6,3.0,0.1
536,blue crab raw,18.0,3.8,0.02,0.2
537,whelk raw,39.0,6.7,2.2,0.1
538,spiny lobster raw,234.0,43.1,5.1,3.2
539,clams canned,227.0,38.8,9.4,2.5
540,lobster cooked,134.0,28.5,0.0,1.3
541,eastern oyster fried,29.0,1.3,1.7,1.8
542,clams raw,195.0,33.3,8.1,2.2
543,octopus cooked,139.0,25.3,3.7,1.8
544,eastern oyster raw,8.0,0.7,0.8,0.2
545,oyster fried,61.0,2.1,6.7,3.0
546,sturgeon smoked,49.0,8.8,0.0,1.2
547,chinook salmon smoked,159.0,24.9,0.0,5.9
548,cisco smoked,50.0,4.6,0.0,3.4
549,haddock smoked,33.0,7.1,0.0,0.3
550,whitefish smoked,147.0,31.8,0.0,1.3
551,red salmon sockeye filets smoked,373.0,65.5,0.0,12.3
552,eggnog,224.0,11.6,20.4,10.6
553,beer light,96.0,0.8,5.4,0.0
554,beer budweiser,12.0,0.1,0.9,0.0
555,weizenbier erdinger,220.0,0.0,0.0,18.0
556,beer light budweiser,9.0,0.07,0.4,0.0
557,beer,142.0,1.5,11.7,0.0
558,root beer,202.0,0.0,52.3,0.0
559,whiskey sour mix,26.0,0.05,6.3,0.07
560,whiskey sour,158.0,0.0,13.9,0.0
561,tequila sunrise,232.0,0.6,23.8,0.2
562,daiquiri,112.0,0.04,4.2,0.04
563,pina colada,245.0,0.6,32.0,2.7
564,whiskey,58.0,0.0,0.1,0.0
565,rum,49.0,0.0,0.0,0.0
566,vodka smirnoff,13.0,0.0,2.0,0.4
567,coffee liqueur,96.0,0.04,13.8,0.04
568,gin,53.0,0.0,0.0,0.0
569,dessert wine sweet,165.0,0.2,14.1,0.0
570,chenin blanc white wine,118.0,0.1,4.9,0.0
571,gamay red wine,115.0,0.1,3.5,0.0
572,late harvest white wine,172.0,0.1,20.6,0.0
573,gewurztraminer white wine,119.0,0.1,3.8,0.0
574,burgundy red wine,172.0,0.1,7.4,0.0
575,zinfandel red wine,129.0,0.1,4.2,0.0
576,muller thurgau white wine,112.0,0.1,5.2,0.0
577,mouvedre red wine,129.0,0.1,3.9,0.0
578,table wine,123.0,0.1,4.0,0.0
579,wine light,73.0,0.1,1.7,0.0
580,white wine,121.0,0.1,3.8,0.0
581,petite sirah red wine,125.0,0.1,3.9,0.0
582,non alcoholic wine,2.0,0.1,0.3,0.0
583,pinot noir red wine,121.0,0.1,3.4,0.0
584,pinot gris grigio white wine,122.0,0.1,3.0,0.0
585,riesling white wine,118.0,0.1,5.5,0.0
586,barbera red wine,170.0,0.1,5.6,0.0
587,lemberger red wine,118.0,0.1,3.6,0.0
588,merlot red wine,122.0,0.1,3.7,0.0
589,sangiovese red wine,126.0,0.1,3.9,0.0
590,sauvignon blanc white wine,119.0,0.1,3.0,0.0
591,syrah red wine,122.0,0.1,3.8,0.0
592,carignane red wine,370.0,0.4,12.0,0.0
593,pinot blanc white wine,119.0,0.1,2.9,0.0
594,semillon white wine,121.0,0.1,4.6,0.0
595,dessert wine dry,760.0,1.0,58.4,0.0
596,red wine,125.0,0.1,3.8,0.0
597,cabernet sauvignon red wine,166.0,0.1,5.2,0.0
598,muscat white wine,123.0,0.1,7.8,0.0
599,cooking wine,2.0,0.03,0.3,0.0
600,chardonnay white wine,168.0,0.1,4.3,0.0
601,claret red wine,122.0,0.1,4.4,0.0
602,rice sake,197.0,0.7,7.4,0.0
603,fume blanc white wine,121.0,0.1,3.3,0.0
604,cabarnet franc red wine,122.0,0.1,3.6,0.0
605,chocolate frosting,81.0,0.2,13.0,3.6
606,white sugar,19.0,0.0,5.0,0.0
607,egg substitute,115.0,24.0,4.8,0.0
608,agave syrup,21.0,0.03,5.3,0.08
609,splenda sweetener,336.0,0.0,91.2,0.0
610,vanilla extract,12.0,0.0,0.5,0.07
611,egg yolk dried,27.0,1.3,0.05,2.3
612,granulated sugar,16.0,0.0,4.2,0.0
613,baking chocolate,145.0,3.7,8.7,15.2
614,bakers yeast,18.0,1.4,3.1,0.3
615,fondant,106.0,0.0,26.4,0.01
616,brown sugar,16.0,0.02,4.1,0.0
617,white frosting dry,768.0,4.8,196.4,0.0
618,maple sugar,42.0,0.04,10.9,0.06
619,fructose sweetener,15.0,0.0,4.2,0.0
620,saccharin sweetener,360.0,0.9,89.1,0.0
621,egg white raw,17.0,3.6,0.2,0.06
622,turbinado sugar,18.0,0.0,4.6,0.0
623,vanilla frosting,1931.0,0.0,313.7,75.0
624,aspartame sweetener,365.0,2.2,89.1,0.0
625,egg raw,80.0,7.0,0.4,5.3
626,pineapple topping,860.0,0.3,225.8,0.3
627,egg white dried,26.0,5.8,0.3,0.09
628,egg yolk raw,55.0,2.7,0.6,4.5
629,baking soda,0.0,0.0,0.0,0.0
630,egg dried,30.0,2.4,0.05,2.2
631,strawberry topping,53.0,0.01,13.9,0.1
632,bakers yeast dry,13.0,1.6,1.6,0.3
633,almond paste,1040.0,20.4,108.5,63.0
634,cream of tartar,8.0,0.0,1.8,0.0
635,popover dry mix,631.0,17.7,120.7,7.3
636,egg substitute powder,126.0,15.7,6.2,3.7
637,gelatin powder,17.0,4.3,0.0,0.09
638,tapioca pearls,544.0,0.3,134.8,0.09
639,baking powder,2.0,0.0,1.3,0.0
640,egg boiled,93.0,7.5,0.7,6.4
641,millet flour,444.0,12.8,86.9,5.1
642,triticale flour,439.0,17.1,95.1,2.4
643,corn flour white,414.0,9.6,87.3,4.2
644,rice flour brown,574.0,11.4,120.8,4.4
645,sorghum flour,437.0,9.5,93.7,4.0
646,cornmeal whole grain,442.0,9.9,93.8,4.4
647,cornmeal white,581.0,11.2,124.7,2.7
648,barley flour,511.0,15.5,110.3,2.4
649,safflower seed meal,97.0,10.1,13.8,0.7
650,sesame flour,658.0,38.5,33.3,46.4
651,whole grain wheat flour,408.0,15.9,86.4,3.0
652,corn flour yellow,422.0,8.1,89.9,4.5
653,corn flour whole grain,422.0,8.1,89.9,4.5
654,cottonseed flour low fat,94.0,14.1,10.2,0.4
655,sunflower seed flour,13.0,1.9,1.4,0.01
656,sesame meal,160.0,4.8,7.4,13.6
657,acorn flour,626.0,9.4,68.3,37.7
658,rice flour white,578.0,9.4,126.6,2.2
659,sesame flour low fat,94.0,14.2,10.0,0.5
660,potato flour,571.0,11.0,133.0,0.5
661,cornmeal yellow,581.0,11.2,124.7,2.7
662,rye flour,364.0,10.0,78.2,1.4
663,arrowroot flour,457.0,0.4,112.8,0.1
664,chickpea flour,356.0,20.6,53.2,6.2
665,wheat flour,455.0,12.9,95.4,1.2
666,cornstarch,488.0,0.3,116.8,0.03
667,carob flour,13.0,0.3,5.3,0.06
668,buckwheat flour,402.0,15.1,84.7,3.7
669,pecan pie,503.0,6.0,63.7,27.1
670,apple pie,331.0,3.0,46.4,15.6
671,vanilla wafer pie crust,935.0,6.5,88.4,63.7
672,chocolate pie crust,881.0,11.1,117.4,40.8
673,apple strudel,195.0,2.3,29.2,8.0
674,chocolate snack cake,200.0,1.8,30.2,8.0
675,fruit fried pie,404.0,3.8,54.5,20.6
676,pumpkin pie,316.0,7.0,40.9,14.4
677,corn cake,35.0,0.7,7.5,0.2
678,sponge snack cake,157.0,1.5,26.9,4.8
679,danish pastry with nuts,280.0,4.6,29.7,16.4
680,chocolate cream pie,301.0,2.6,33.3,19.2
681,angel food cake,72.0,1.7,16.2,0.2
682,lemon meringue pie,362.0,4.8,49.7,16.4
683,danish pastry with cinnamon,349.0,4.8,46.9,16.7
684,cinnamon coffeecake,238.0,3.9,26.6,13.3
685,cheesecake,257.0,4.4,20.4,18.0
686,fruitcake,139.0,1.2,26.5,3.9
687,egg custard,293.0,14.2,31.0,12.9
688,mince pie,477.0,4.3,79.2,17.8
689,yellow cake with chocolate frosting,546.0,4.6,79.7,25.6
690,danish pastry with fruit,335.0,4.8,45.1,15.9
691,white cake with coconut frosting,399.0,4.9,70.8,11.5
692,danish pastry with cheese,353.0,5.8,28.7,24.6
693,graham cracker pie crust,917.0,9.3,117.7,45.4
694,blueberry pie,360.0,4.0,49.2,17.5
695,yellow cake with vanilla frosting,239.0,2.2,37.6,9.3
696,pie crust,121.0,1.5,10.9,8.0
697,chocolate cake with chocolate frosting,537.0,4.8,72.9,27.7
698,cheese coffeecake,258.0,5.3,33.7,11.6
699,vanilla cream pie,350.0,6.0,41.1,18.1
700,pineapple cake,367.0,4.0,58.1,13.9
701,peach pie,262.0,2.2,38.5,11.7
702,fruit coffeecake,156.0,2.6,25.8,5.1
703,pound cake,116.0,1.7,14.6,6.0
704,pound cake bread,215.0,3.9,28.2,9.6
705,white cake,264.0,4.0,42.3,9.2
706,coffeecake with chocolate frosting,298.0,4.5,48.4,9.7
707,popcorn cake,38.0,1.0,8.0,0.3
708,banana cream pie,3190.0,52.2,390.2,161.3
709,baked apple pie mcdonalds,91.0,0.9,12.3,4.4
710,sponge cake,187.0,4.6,36.4,2.7
711,yellow cake,245.0,3.6,36.0,9.9
712,shortcake,98.0,1.7,13.7,4.0
713,cherry pie,486.0,5.0,69.3,22.0
714,dutch apple pie,397.0,3.0,61.0,15.8
715,chocolate cake,352.0,5.0,50.7,14.3
716,marshmallow,64.0,0.4,16.3,0.03
717,sugar apple,72.0,1.6,18.2,0.2
718,toffee,67.0,0.1,7.8,3.9
719,vanilla fudge with nuts,123.0,0.8,21.1,3.9
720,peanuts chocolate coated,21.0,0.5,2.0,1.3
721,caramel with nuts chocolate coated,66.0,1.3,8.5,2.9
722,gingerbread,263.0,2.9,36.4,12.1
723,rolo nestle,24.0,0.01,0.2,1.0
724,vanilla fudge,108.0,0.3,23.2,1.5
725,halavah,328.0,8.7,42.3,15.1
726,praline,189.0,1.3,23.2,10.1
727,fruit juice bar,67.0,0.9,15.6,0.09
728,peanut brittle,138.0,2.1,20.2,5.4
729,butterscotch,21.0,0.08,4.8,0.2
730,chocolate coffee beans,155.0,2.1,15.6,9.4
731,nougat with almonds,56.0,0.5,12.9,0.2
732,carob,135.0,2.0,14.1,7.8
733,peanut butter fudge,62.0,0.6,12.4,1.1
734,sugar coated almonds,17.0,0.4,2.4,0.6
735,chocolate coated marshmallow,118.0,1.1,19.0,4.7
736,raisins chocolate coated,390.0,4.1,68.4,14.8
737,chewing gum sugarless,5.0,0.0,1.9,0.01
738,chewing gum,11.0,0.0,2.9,0.03
739,chocolate syrup,109.0,0.8,25.4,0.4
740,chocolate fudge syrup,67.0,0.9,12.0,1.7
741,m ms milk chocolate mars,207.0,1.8,29.9,8.9
742,milk chocolate with almonds,216.0,3.7,21.9,14.1
743,chocolate fudge,70.0,0.4,13.0,1.8
744,milk chocolate with rice cereal,0.0,0.0,0.0,0.0
745,m ms peanut chocolate mars,93.0,1.7,10.9,4.7
746,dark chocolate,165.0,1.5,18.0,9.7
747,chocolate semisweet,806.0,7.1,107.4,50.4
748,after eight mints nestle,36.0,0.1,6.7,1.0
749,milk chocolate,37.0,0.5,4.2,2.1
750,white chocolate,162.0,1.8,17.8,9.6
751,chocolate,208.0,1.6,24.8,14.0
752,twix mars,146.0,1.4,18.8,7.2
753,kit kat nestle,62.0,0.7,7.6,3.3
754,snickers mars,280.0,4.3,35.1,13.6
755,milky way mars,264.0,2.3,41.3,10.0
756,clif bar,235.0,10.0,44.5,4.0
757,gum drops,18.0,0.0,4.4,0.04
758,skittles wild berry mars,249.0,0.1,56.3,2.6
759,skittles original mars,251.0,0.1,56.3,2.7
760,skittles tropical mars,251.0,0.1,56.3,2.7
761,fruit leather,52.0,0.03,12.0,0.4
762,taffy,60.0,0.09,13.7,0.5
763,eisbonbons mac iver,23.0,0.0,0.0,0.0
764,caramels,39.0,0.5,7.8,0.8
765,hard candy,24.0,0.0,5.9,0.07
766,jellybeans,4.0,0.0,1.0,0.04
767,jellies,56.0,0.01,14.7,0.07
768,wheat germ toasted,115.0,8.7,14.9,3.2
769,crispy brown rice,124.0,2.3,27.5,1.1
770,bran flakes asda,109.0,0.0,0.2,0.6
771,amaranth cooked,251.0,9.3,46.0,3.9
772,triticale,645.0,25.1,138.5,4.0
773,barley raw,42.0,1.2,9.3,0.1
774,bulgur dry,171.0,6.1,37.9,0.7
775,cottonseed kernels roasted,754.0,48.6,32.6,54.1
776,rice bran,373.0,15.8,58.6,24.6
777,chaptti roti indian bread,491.0,7.0,0.09,2.5
778,quinoa cooked,222.0,8.1,39.4,3.6
779,dar vida swiss original,116.0,0.0,0.5,3.1
780,teff cooked,255.0,9.8,50.0,1.6
781,couscous dry,650.0,22.1,134.0,1.1
782,weetabix weetabix,2078.0,0.0,0.0,11.5
783,oat bran cooked,88.0,7.0,25.1,1.9
784,buckwheat cooked,155.0,5.7,33.5,1.0
785,millet puffed,74.0,2.7,16.8,0.7
786,oat bran raw,23.0,1.3,4.9,0.5
787,popcorn oil popped,64.0,0.8,5.0,4.8
788,kamut cooked,251.0,11.1,52.4,1.6
789,wheat bran,125.0,9.0,37.4,2.5
790,cheese popcorn,58.0,1.0,5.7,3.7
791,raisin bran crunch kelloggs,90.0,1.9,21.2,0.5
792,couscous cooked,176.0,6.0,36.5,0.3
793,multigrain cheerios general mills,4.0,0.04,1.0,0.01
794,bulgur cooked,151.0,5.6,33.8,0.4
795,popcorn air popped,31.0,1.0,6.2,0.4
796,teff raw,708.0,25.7,141.1,4.6
797,spelt cooked,246.0,10.7,51.3,1.6
798,millet raw,756.0,22.0,145.7,8.4
799,popcorn unpopped,106.0,3.1,20.9,1.2
800,whole wheat cooked,150.0,4.8,33.2,1.0
801,wheat sprouted,214.0,8.1,45.9,1.4
802,whole wheat dry,96.0,3.1,21.1,0.6
803,caramel popcorn,122.0,1.1,22.4,3.6
804,wheat puffed,44.0,1.8,9.6,0.1
805,roggenmischbrot sonnenblumenkerne aldi,82.0,0.0,0.0,3.1
806,wheat germ,112.0,7.2,16.1,3.0
807,microwave popcorn,465.0,7.3,49.8,26.3
808,millet cooked,207.0,6.1,41.2,1.7
809,kamut raw,627.0,27.3,130.9,4.1
810,wheat durum,651.0,26.3,136.6,4.7
811,sorghum,651.0,21.7,143.3,6.3
812,white wheat,657.0,21.7,145.7,3.3
813,rye,571.0,17.5,128.2,2.8
814,spelt raw,588.0,25.4,122.1,4.2
815,buckwheat raw,41.0,1.6,8.6,0.4
816,honey cereali general mills,104.0,0.0,3.0,2.0
817,barley cooked,193.0,3.5,44.3,0.7
818,oats,39.0,1.7,6.6,0.7
819,amaranth raw,37.0,1.4,6.5,0.7
820,semolina,601.0,21.2,121.6,1.8
821,quinoa dry,221.0,8.5,38.5,3.6
822,wheat shredded,155.0,5.2,36.2,1.0
823,cattail,5.0,0.2,1.0,0.0
824,peanut granola bar,116.0,2.4,15.0,5.7
825,vanilla bluberry bar kind,49.0,0.0,0.9,1.4
826,coconut granola bar,150.0,1.5,15.6,9.1
827,almond granola bar,119.0,1.8,14.9,6.1
828,chocolate chip granola bar,105.0,1.8,17.3,3.9
829,fruit granola bar,82.0,1.4,18.6,0.2
830,granola bar,99.0,2.1,13.5,4.2
831,peanut bar,209.0,6.2,19.0,13.5
832,milk cereal bar,103.0,1.6,18.0,2.7
833,almond rice bar,128.0,2.0,18.1,5.7
834,fruit nut squares,55.0,0.3,10.3,1.3
835,rice wheat cereal bar,90.0,2.0,16.0,2.0
836,crisped rice bar,113.0,1.4,20.4,3.8
837,brown rice raw,685.0,14.7,142.9,5.4
838,rice pilaf cooked,352.0,7.0,61.1,8.8
839,beef flavored rice raw,657.0,19.8,139.1,2.3
840,wild rice cooked,166.0,6.5,35.0,0.6
841,wild rice raw,571.0,23.6,119.8,1.7
842,congee with pork shrimp and squid plus egg,178.0,0.0,0.0,0.3
843,white rice pasta cooked,246.0,5.1,43.3,5.7
844,chicken flavored rice raw,601.0,17.9,127.3,2.2
845,instant white rice raw,361.0,7.4,78.2,0.9
846,rice crisps,107.0,1.8,24.1,0.4
847,parboiled white rice raw,692.0,13.9,149.6,1.9
848,instant white rice cooked,193.0,3.6,41.4,0.8
849,rice pilaf raw,732.0,21.3,155.7,2.8
850,rice cracker cake,111.0,2.0,23.0,1.2
851,parboiled white rice cooked,194.0,4.6,41.2,0.6
852,white rice steamed,199.0,4.2,44.7,0.4
853,brown rice cake,35.0,0.7,7.3,0.3
854,glutinous white rice raw,685.0,12.6,151.1,1.0
855,white rice pasta raw,600.0,15.3,122.8,4.0
856,glutinous white rice cooked,169.0,3.5,36.7,0.3
857,brown rice cooked,218.0,4.5,45.8,1.6
858,beef flavored rice cooked,319.0,7.0,54.4,7.9
859,white rice cooked,205.0,4.3,44.5,0.4
860,chicken flavored rice cooked,317.0,6.2,54.8,8.0
861,white rice raw,675.0,13.2,147.9,1.2
862,cheese imitation,441.0,28.3,1.1,36.2
863,cheshire cheese,110.0,6.6,1.4,8.7
864,monterey cheese,421.0,27.7,0.8,34.2
865,edam cheese,107.0,7.5,0.4,8.3
866,fontina cheese,420.0,27.6,1.7,33.6
867,monterey cheese low fat,350.0,31.9,0.8,24.4
868,colby cheese,445.0,26.8,2.9,36.3
869,american cheese,93.0,4.5,0.9,7.9
870,blue cheese,106.0,6.4,0.7,8.6
871,nectarine,66.0,1.6,15.8,0.5
872,kiwifruit gold,51.0,0.8,12.8,0.2
873,prickly pear raw,8.0,0.0,1.9,0.07
874,pineapple,45.0,0.5,11.8,0.1
875,rowan,253.0,5.2,54.5,4.6
876,muscadine grapes,3.0,0.01,0.8,0.06
877,heidelbeeren jutro,17.0,0.0,0.4,0.2
878,prunes stewed,316.0,3.4,83.2,0.7
879,tangerine,40.0,0.6,10.1,0.2
880,prunes,237.0,2.6,62.3,0.5
881,lemon peel,1.0,0.03,0.3,0.0
882,banana,134.0,1.6,34.3,0.5
883,raspberries,5.0,0.1,1.2,0.03
884,apricot,17.0,0.5,3.9,0.1
885,strawberry guava,4.0,0.01,1.0,0.01
886,kiwifruit green,42.0,0.8,10.1,0.4
887,figs,37.0,0.4,9.6,0.2
888,clementine,35.0,0.6,8.9,0.1
889,orange,86.0,1.7,21.6,0.2
890,bartlett pear,112.0,0.7,26.6,0.3
891,red white currants,63.0,1.6,15.5,0.2
892,blueberries,84.0,1.1,21.4,0.5
893,mulberries,6.0,0.2,1.5,0.05
894,java plum,2.0,0.03,0.5,0.03
895,prune puree,46.0,0.4,11.7,0.02
896,applesauce,102.0,0.4,27.5,0.2
897,blackberries raw,62.0,2.0,13.8,0.7
898,plum,30.0,0.5,7.5,0.2
899,american grapes,2.0,0.04,0.4,0.09
900,peach,59.0,1.4,14.3,0.4
901,honeydew melon,64.0,1.0,16.1,0.2
902,yellow plantain fried,399.0,2.4,68.9,12.7
903,rose hips,206.0,2.0,48.5,0.4
904,lemons,17.0,0.6,5.4,0.2
905,lime,20.0,0.5,7.1,0.1
906,pomegranate,117.0,2.4,26.4,1.6
907,gooseberries,66.0,1.3,15.3,0.9
908,asian pear,51.0,0.6,13.0,0.3
909,abiyuch,157.0,3.4,40.1,0.2
910,horned melon kiwano,92.0,3.7,15.8,2.6
911,fruit walnut salad mcdonalds,312.0,4.8,43.8,13.3
912,grapefruit,53.0,1.0,13.3,0.2
913,japanese persimmon,118.0,1.0,31.2,0.3
914,wild raspberries,81.0,1.5,18.0,0.4
915,pink lady apple,18.0,0.1,3.9,0.1
916,maraschino cherries,8.0,0.06,2.1,0.08
917,black currants,71.0,1.6,17.2,0.5
918,plantain cooked,179.0,1.2,48.0,0.3
919,crab apple,84.0,0.4,21.9,0.3
920,pom potes materne,19.0,0.0,0.2,0.2
921,apple,95.0,0.5,25.1,0.3
922,cantaloupe melon,60.0,1.5,14.4,0.3
923,prickly pear cooked,7.0,0.09,1.6,0.04
924,guava,37.0,1.4,7.9,0.5
925,strawberries,4.0,0.01,0.9,0.07
926,japanese persimmon dried,93.0,0.5,25.0,0.2
927,watermelon,86.0,1.7,21.6,0.4
928,elderberries,106.0,1.0,26.7,0.7
929,kumquat,13.0,0.4,3.0,0.2
930,orange peel,6.0,0.09,1.5,0.02
931,pokeberry shoots cooked,33.0,3.8,5.1,0.7
932,breadfruit,227.0,2.4,59.7,0.5
933,pear,101.0,0.6,27.1,0.2
934,sour cherries,52.0,1.0,12.5,0.3
935,plantain raw,218.0,2.3,57.1,0.6
936,blackberries frozen,97.0,1.8,23.7,0.6
937,cherries,5.0,0.07,1.3,0.06
938,plantain fried,16.0,0.02,2.6,0.6
939,carambola starfruit,26.0,0.9,5.7,0.3
940,chayote cooked,35.0,1.0,7.2,0.8
941,apple dippers mcdonalds,33.0,0.0,8.2,0.0
942,white grapefruit,78.0,1.6,19.8,0.2
943,cherimoya,176.0,3.7,41.6,1.6
944,melon balls,57.0,1.5,13.7,0.4
945,golden delicious apple,62.0,0.3,14.8,0.2
946,pokeberry shoots raw,37.0,4.2,5.9,0.6
947,cranberries,21.0,0.2,5.4,0.01
948,quince,52.0,0.4,14.1,0.01
949,chayote raw,25.0,1.1,6.0,0.2
950,orange with peel,100.0,2.1,24.6,0.5
951,chokecherries,249.0,4.7,51.8,2.6
952,mango,202.0,2.8,50.3,1.3
953,wild plum,147.0,0.7,35.3,0.3
954,jeijoa,148.0,1.7,37.0,1.0
955,groundcherries,74.0,2.7,15.7,1.0
956,pesca,30.0,0.0,0.0,0.1
957,persimmon,32.0,0.2,8.4,0.1
958,grapes,3.0,0.05,0.9,0.04
959,rambutan canned,175.0,1.4,44.7,0.4
960,figs canned,14.0,0.1,3.8,0.04
961,prunes canned,246.0,2.0,65.1,0.5
962,pineapples canned,28.0,0.2,7.4,0.05
963,prune plums canned,27.0,0.2,7.0,0.08
964,tangerines canned,92.0,1.5,23.8,0.1
965,fruit cocktail canned,109.0,1.1,28.1,0.05
966,sour cherries canned,189.0,1.9,48.6,0.3
967,mangosteen canned,143.0,0.8,35.1,1.1
968,apricot juice,117.0,1.5,30.1,0.07
969,strawberries canned,234.0,1.4,59.8,0.7
970,peach canned,110.0,1.6,28.9,0.09
971,fruit salad canned,125.0,1.3,32.5,0.01
972,gooseberries canned,184.0,1.6,47.3,0.5
973,grapefruit canned,88.0,1.4,22.3,0.2
974,pear canned,38.0,0.3,9.8,0.0
975,raspberries canned,233.0,2.1,59.8,0.3
976,papaya canned,80.0,0.0,21.8,0.2
977,grapes canned,98.0,1.2,25.2,0.3
978,apple dried,145.0,0.6,39.1,0.2
979,peach dried,199.0,3.0,50.8,0.6
980,plantain chips,150.0,0.6,18.1,8.4
981,golden raisins,498.0,5.6,131.2,0.8
982,raisins seeded,488.0,4.2,129.5,0.9
983,zante currants dried,408.0,5.9,106.7,0.4
984,pear dried,94.0,0.7,25.1,0.2
985,raisins,90.0,1.0,23.8,0.06
986,prune plums dried,308.0,2.7,81.5,0.5
987,cranberries dried,370.0,0.05,98.8,1.6
988,figs dried,21.0,0.3,5.4,0.01
989,longans dried,5.0,0.03,1.3,0.09
990,banana chips,147.0,0.7,16.5,9.5
991,lychee dried,7.0,0.01,1.8,0.0
992,apricot dried,17.0,0.2,4.4,0.02
993,longan,2.0,0.01,0.5,0.08
994,mamey sapote,217.0,2.5,56.2,0.8
995,waxgourd cooked,19.0,0.7,4.3,0.4
996,jackfruit,33.0,0.6,8.1,0.2
997,loquats,9.0,0.09,2.4,0.07
998,mammy apple mamey,431.0,4.2,105.8,4.2
999,nance,82.0,0.7,19.0,1.3
1000,coconut whole coconut,3336.0,0.0,0.0,71.5
1001,prickly pear,42.0,0.8,9.9,0.5
1002,lychee,6.0,0.02,1.6,0.02
1003,naranjilla lulo pulp,30.0,0.5,7.1,0.3
1004,coconut meat dried,187.0,1.9,6.7,18.3
1005,waxgourd raw,17.0,0.5,4.0,0.3
1006,surinam cherry pitanga,2.0,0.05,0.5,0.06
1007,passion fruit,17.0,0.4,4.2,0.1
1008,sapodilla,141.0,0.7,33.9,1.9
1009,pummelo,48.0,1.0,12.0,0.06
1010,coconut meat,1405.0,13.2,60.5,133.0
1011,soursop,149.0,2.3,37.9,0.7
1012,papaya,62.0,0.7,15.7,0.4
1013,acerola cherry,2.0,0.08,0.4,0.05
1014,ohelo berries,39.0,0.5,9.6,0.3
1015,loganberries,81.0,2.2,19.1,0.5
1016,casaba melon,48.0,1.9,11.2,0.2
1017,durian,51.0,0.5,9.5,1.9
1018,coriander leaves raw,4.0,0.3,0.6,0.09
1019,garden cress raw,3.0,0.2,0.5,0.06
1020,pasilla peppers dried,24.0,0.9,3.6,1.1
1021,parsley dried,1.0,0.1,0.3,0.1
1022,ancho pepper dried,48.0,2.0,8.7,1.4
1023,coriander seeds,5.0,0.2,1.0,0.3
1024,dill weed dried,253.0,20.0,55.8,4.4
1025,borage,19.0,1.6,2.7,0.6
1026,epazote,0.0,0.06,0.09,0.06
1027,chives dried,1.0,0.01,0.1,0.06
1028,thyme fresh,1.0,0.09,0.2,0.07
1029,butterbur,4.0,0.1,0.5,0.2
1030,wasabi root,142.0,6.2,30.6,0.8
1031,rosemary dried,4.0,0.08,0.8,0.2
1032,ginger root,2.0,0.07,0.4,0.03
1033,white pepper,7.0,0.2,1.6,0.0
1034,cloves ground,6.0,0.1,1.4,0.3
1035,paprika,19.0,1.0,3.7,0.9
1036,mace ground,25.0,0.4,2.7,1.7
1037,bay leaf,2.0,0.09,0.4,0.04
1038,eppaw,150.0,4.6,31.7,1.8
1039,tarragon dried,2.0,0.1,0.3,0.05
1040,ginger ground,6.0,0.2,1.3,0.04
1041,savory ground,4.0,0.07,1.0,0.03
1042,black pepper,6.0,0.2,1.5,0.01
1043,spearmint fresh,3.0,0.2,0.5,0.09
1044,poultry seasoning,14.0,0.4,2.9,0.3
1045,nutmeg ground,12.0,0.1,1.1,0.8
1046,curry powder,20.0,0.8,3.7,0.9
1047,peppermint,1.0,0.04,0.2,0.0
1048,salt,0.0,0.0,0.0,0.0
1049,coriander leaves dried,2.0,0.1,0.3,0.1
1050,sage ground,2.0,0.06,0.4,0.05
1051,garlic powder,10.0,0.5,2.3,0.03
1052,dill weed fresh,4.0,0.3,0.6,0.06
1053,cardamom,6.0,0.2,1.4,0.1
1054,saffron,2.0,0.07,0.5,0.09
1055,allspice ground,5.0,0.1,1.4,0.2
1056,parsley fresh,1.0,0.1,0.2,0.08
1057,oregano dried,265.0,9.0,68.9,4.3
1058,marjoram dried,5.0,0.2,1.0,0.1
1059,chives raw,1.0,0.03,0.1,0.09
1060,fireweed leaves,24.0,1.1,4.4,0.6
1061,rosemary fresh,1.0,0.01,0.1,0.1
1062,garlic,4.0,0.2,0.9,0.03
1063,cinnamon ground,6.0,0.1,2.1,0.04
1064,chervil dried,5.0,0.4,0.9,0.0
1065,cayenne pepper,1.0,0.04,0.2,0.09
1066,turmeric ground,8.0,0.2,1.4,0.2
1067,mustard,3.0,0.2,0.3,0.2
1068,chili powder,8.0,0.4,1.3,0.4
1069,thyme dried,276.0,9.1,63.9,7.4
1070,spearmint dried,1.0,0.09,0.3,0.02
1071,basil dried,2.0,0.2,0.3,0.03
1072,dandelion greens cooked,35.0,2.1,6.7,0.6
1073,basil fresh,2.0,0.2,0.2,0.09
1074,dock,29.0,2.7,4.3,0.9
